28,36197,36197.1.10:00.30/0,1,10,0,10,0,30,40.417,-3.7003
28,36197,36197.2.10:00.30/0,2,10,0,10,0,30,40.417,-3.7003
28,36197,36197.3.10:00.30/0,3,10,0,10,0,30,40.417,-3.7003
28,36197,36197.4.10:00.30/0,4,10,0,10,0,30,40.417,-3.7003
29,36198,36198.0.10:30.30/0,0,10,30,10,30,30,40.417,-3.7003
29,36198,36198.1.10:30.30/0,1,10,30,10,30,30,40.417,-3.7003
29,36198,36198.2.10:30.30/0,2,10,30,10,30,30,40.417,-3.7003
29,36198,36198.3.10:30.30/0,3,10,30,10,30,30,40.417,-3.7003
29,36198,36198.4.10:30.30/0,4,10,30,10,30,30,40.417,-3.7003
30,36821,36821.0.07:50.60/0,0,7,50,7,50,60,40.416,-3.6996
30,36821,36821.1.07:50.60/0,1,7,50,7,50,60,40.416,-3.6996
30,36821,36821.2.07:50.60/0,2,7,50,7,50,60,40.416,-3.6996
30,36821,36821.4.07:50.60/0,4,7,50,7,50,60,40.416,-3.6996
31,48021,48021.3.13:00.120/0,3,13,0,13,0,120,40.411,-3.6963
32,50239,50239.0.10:20.120/0,0,10,20,10,20,120,40.413,-3.7006
33,2177,2177.0.10:40.30/0,0,10,40,10,40,30,40.413,-3.707
33,2177,2177.1.10:40.30/0,1,10,40,10,40,30,40.413,-3.707
33,2177,2177.2.10:40.30/0,2,10,40,10,40,30,40.413,-3.707
33,2177,2177.3.10:40.30/0,3,10,40,10,40,30,40.413,-3.707
33,2177,2177.4.10:40.30/0,4,10,40,10,40,30,40.413,-3.707
34,23280,23280.0.17:30.60/0,0,17,30,17,30,60,40.407,-3.6983
34,23280,23280.1.17:30.60/0,1,17,30,17,30,60,40.407,-3.6983
34,23280,23280.2.17:30.60/0,2,17,30,17,30,60,40.407,-3.6983
34,23280,23280.3.17:30.60/0,3,17,30,17,30,60,40.407,-3.6983
35,2460,2460.0.19:00.30/0,0,19,0,19,0,30,40.413,-3.7051
35,2460,2460.1.19:00.30/0,1,19,0,19,0,30,40.413,-3.7051
35,2460,2460.2.19:00.30/0,2,19,0,19,0,30,40.413,-3.7051
35,2460,2460.3.19:00.30/0,3,19,0,19,0,30,40.413,-3.7051
36,32163,32163.0.11:20.30/0,0,11,20,11,20,30,40.408,-3.7024
36,32163,32163.1.11:20.30/0,1,11,20,11,20,30,40.408,-3.7024
37,35061,35061.0.08:40.45/0,0,8,40,8,40,45,40.408,-3.7026
37,35061,35061.1.08:40.45/0,1,8,40,8,40,45,40.408,-3.7026
37,35061,35061.2.08:40.45/0,2,8,40,8,40,45,40.408,-3.7026
37,35061,35061.3.08:40.45/0,3,8,40,8,40,45,40.408,-3.7026
37,35061,35061.4.08:40.45/0,4,8,40,8,40,45,40.408,-3.7026
38,35061,35061.0.12:40.45/0,0,12,40,12,40,45,40.408,-3.7026
38,35061,35061.1.12:40.45/0,1,12,40,12,40,45,40.408,-3.7026
38,35061,35061.2.12:40.45/0,2,12,40,12,40,45,40.408,-3.7026
38,35061,35061.3.12:40.45/0,3,12,40,12,40,45,40.408,-3.7026
38,35061,35061.4.12:40.45/0,4,12,40,12,40,45,40.408,-3.7026
39,35061,35061.0.18:40.30/0,0,18,40,18,40,30,40.408,-3.7026
39,35061,35061.1.18:40.30/0,1,18,40,18,40,30,40.408,-3.7026
39,35061,35061.2.18:40.30/0,2,18,40,18,40,30,40.408,-3.7026
39,35061,35061.3.18:40.30/0,3,18,40,18,40,30,40.408,-3.7026
40,36402,36402.0.19:40.60/0,0,19,40,19,40,60,40.407,-3.6955
40,36402,36402.1.19:40.60/0,1,19,40,19,40,60,40.407,-3.6955
40,36402,36402.2.19:40.60/0,2,19,40,19,40,60,40.407,-3.6955
40,36402,36402.3.19:40.60/0,3,19,40,19,40,60,40.407,-3.6955
41,37369,37369.0.12:00.30/0,0,12,0,12,0,30,40.406,-3.6997
41,37369,37369.1.12:00.30/0,1,12,0,12,0,30,40.406,-3.6997
41,37369,37369.2.12:00.30/0,2,12,0,12,0,30,40.406,-3.6997
41,37369,37369.3.12:00.30/0,3,12,0,12,0,30,40.406,-3.6997
41,37369,37369.4.12:00.30/0,4,12,0,12,0,30,40.406,-3.6997
42,37745,37745.0.09:30.60/0,0,9,30,9,30,60,40.413,-3.7065
42,37745,37745.1.09:30.60/0,1,9,30,9,30,60,40.413,-3.7065
42,37745,37745.2.09:30.60/0,2,9,30,9,30,60,40.413,-3.7065
42,37745,37745.3.09:30.60/0,3,9,30,9,30,60,40.413,-3.7065
42,37745,37745.4.09:30.60/0,4,9,30,9,30,60,40.413,-3.7065
43,1391,1391.3.18:00.120/0,3,18,0,18,0,120,40.412,-3.6967
44,1391,1391.0.08:30.120/0,0,8,30,8,30,120,40.412,-3.6967
44,1391,1391.1.08:30.120/0,1,8,30,8,30,120,40.412,-3.6967
44,1391,1391.2.08:30.120/0,2,8,30,8,30,120,40.412,-3.6967
44,1391,1391.3.08:30.120/0,3,8,30,8,30,120,40.412,-3.6967
44,1391,1391.4.08:30.120/0,4,8,30,8,30,120,40.412,-3.6967
45,1539,1539.0.20:10.30/0,0,20,10,20,10,30,40.412,-3.6976
46,1565,1565.0.08:30.60/0,0,8,30,8,30,60,40.41,-3.6977
46,1565,1565.1.08:30.60/0,1,8,30,8,30,60,40.41,-3.6977
46,1565,1565.2.08:30.60/0,2,8,30,8,30,60,40.41,-3.6977
46,1565,1565.3.08:30.60/0,3,8,30,8,30,60,40.41,-3.6977
46,1565,1565.4.08:30.60/0,4,8,30,8,30,60,40.41,-3.6977
47,18469,18469.3.17:30.30/0,3,17,30,17,30,30,40.41,-3.6989
48,1999,1999.0.20:40.60/0,0,20,40,20,40,60,40.406,-3.7001
48,1999,1999.1.20:40.60/0,1,20,40,20,40,60,40.406,-3.7001
48,1999,1999.2.20:40.60/0,2,20,40,20,40,60,40.406,-3.7001
48,1999,1999.3.20:40.60/0,3,20,40,20,40,60,40.406,-3.7001
48,1999,1999.4.20:40.60/0,4,20,40,20,40,60,40.406,-3.7001
49,2127,2127.4.12:45.120/0,4,12,45,12,45,120,40.414,-3.6989
50,2127,2127.2.12:30.120/0,2,12,30,12,30,120,40.414,-3.6989
51,2127,2127.0.16:50.60/0,0,16,50,16,50,60,40.414,-3.6989
51,2127,2127.1.16:50.60/0,1,16,50,16,50,60,40.414,-3.6989
51,2127,2127.2.16:50.60/0,2,16,50,16,50,60,40.414,-3.6989
51,2127,2127.4.16:50.60/0,4,16,50,16,50,60,40.414,-3.6989
52,33641,33641.4.13:00.90/0,4,13,0,13,0,90,40.411,-3.694
53,492,492.1.17:40.60/0,1,17,40,17,40,60,40.411,-3.6988
53,492,492.3.17:40.60/0,3,17,40,17,40,60,40.411,-3.6988
54,52687,52687.1.11:40.120/0,1,11,40,11,40,120,40.41,-3.6972
54,52687,52687.3.11:40.120/0,3,11,40,11,40,120,40.41,-3.6972
55,1308,1308.1.10:20.90/0,1,10,20,10,20,90,40.415,-3.6996
55,1308,1308.4.10:20.90/0,4,10,20,10,20,90,40.415,-3.6996
56,1345,1345.0.08:30.90/0,0,8,30,8,30,90,40.408,-3.6929
56,1345,1345.1.08:30.90/0,1,8,30,8,30,90,40.408,-3.6929
56,1345,1345.2.08:30.90/0,2,8,30,8,30,90,40.408,-3.6929
56,1345,1345.3.08:30.90/0,3,8,30,8,30,90,40.408,-3.6929
56,1345,1345.4.08:30.90/0,4,8,30,8,30,90,40.408,-3.6929
57,1506,1506.0.10:05.30/0,0,10,5,10,5,30,40.413,-3.6984
57,1506,1506.1.10:05.30/0,1,10,5,10,5,30,40.413,-3.6984
57,1506,1506.2.10:05.30/0,2,10,5,10,5,30,40.413,-3.6984
57,1506,1506.3.10:05.30/0,3,10,5,10,5,30,40.413,-3.6984
57,1506,1506.4.10:05.30/0,4,10,5,10,5,30,40.413,-3.6984
58,1506,1506.0.10:35.90/0,0,10,35,10,35,90,40.413,-3.6984
58,1506,1506.3.10:35.90/0,3,10,35,10,35,90,40.413,-3.6984
59,1513,1513.2.09:50.120/0,2,9,50,9,50,120,40.412,-3.6943
60,15342,15342.0.14:10.30/0,0,14,10,14,10,30,40.417,-3.7003
60,15342,15342.2.14:10.30/0,2,14,10,14,10,30,40.417,-3.7003
60,15342,15342.3.14:10.30/0,3,14,10,14,10,30,40.417,-3.7003
60,15342,15342.4.14:10.30/0,4,14,10,14,10,30,40.417,-3.7003
61,15626,15626.0.12:45.90/0,0,12,45,12,45,90,40.414,-3.6983
61,15626,15626.2.12:35.90/0,2,12,35,12,35,90,40.414,-3.6983
61,15626,15626.3.12:45.90/0,3,12,45,12,45,90,40.414,-3.6983
61,15626,15626.4.12:30.90/0,4,12,30,12,30,90,40.414,-3.6983
62,40303,40303.0.12:10.30/0,0,12,10,12,10,30,40.412,-3.696
62,40303,40303.1.11:50.30/0,1,11,50,11,50,30,40.412,-3.696
62,40303,40303.2.11:50.30/0,2,11,50,11,50,30,40.412,-3.696
62,40303,40303.3.12:10.30/0,3,12,10,12,10,30,40.412,-3.696
62,40303,40303.4.11:50.30/0,4,11,50,11,50,30,40.412,-3.696
63,13531,13531.0.07:50.60/0,0,7,50,7,50,60,40.411,-3.6978
63,13531,13531.1.07:50.60/0,1,7,50,7,50,60,40.411,-3.6978
63,13531,13531.2.07:50.60/0,2,7,50,7,50,60,40.411,-3.6978
63,13531,13531.3.07:50.60/0,3,7,50,7,50,60,40.411,-3.6978
63,13531,13531.4.07:50.60/0,4,7,50,7,50,60,40.411,-3.6978
64,13531,13531.0.12:25.120/0,0,12,25,12,25,120,40.411,-3.6978
64,13531,13531.2.12:25.120/0,2,12,25,12,25,120,40.411,-3.6978
65,28882,28882.1.11:50.60/0,1,11,50,11,50,60,40.655,-3.7715
66,28882,28882.1.12:50.120/0,1,12,50,12,50,120,40.655,-3.7715
67,29021,29021.3.09:40.60/0,3,9,40,9,40,60,40.411,-3.6949
68,32111,32111.0.12:40.90/0,0,12,40,12,40,90,40.41,-3.6962
69,37276,37276.4.11:00.60/0,4,11,0,11,0,60,40.413,-3.7069
70,37276,37276.0.10:10.30/0,0,10,10,10,10,30,40.413,-3.7069
70,37276,37276.1.10:10.30/0,1,10,10,10,10,30,40.413,-3.7069
70,37276,37276.2.10:10.30/0,2,10,10,10,10,30,40.413,-3.7069
70,37276,37276.3.10:10.30/0,3,10,10,10,10,30,40.413,-3.7069
70,37276,37276.4.10:30.30/0,4,10,30,10,30,30,40.413,-3.7069
71,37761,37761.3.11:50.120/0,3,11,50,11,50,120,40.413,-3.7025
72,45787,45787.4.12:20.120/0,4,12,20,12,20,120,40.488,-3.7191
73,49756,49756.2.09:10.60/0,2,9,10,9,10,60,40.411,-3.7057
74,50549,50549.0.10:45.60/0,0,10,45,10,45,60,40.41,-3.6961
74,50549,50549.1.10:45.60/0,1,10,45,10,45,60,40.41,-3.6961
74,50549,50549.2.10:45.120/0,2,10,45,10,45,120,40.41,-3.6961
74,50549,50549.3.10:45.60/0,3,10,45,10,45,60,40.41,-3.6961
74,50549,50549.4.10:45.120/0,4,10,45,10,45,120,40.41,-3.6961
75,1572,1572.0.10:45.60/0,0,10,45,10,45,60,40.41,-3.6963
75,1572,1572.1.12:45.60/0,1,12,45,12,45,60,40.41,-3.6963
75,1572,1572.2.12:45.60/0,2,12,45,12,45,60,40.41,-3.6963
75,1572,1572.3.12:45.60/0,3,12,45,12,45,60,40.41,-3.6963
75,1572,1572.4.10:45.60/0,4,10,45,10,45,60,40.41,-3.6963
76,1572,1572.0.11:45.120/0,0,11,45,11,45,120,40.41,-3.6963
76,1572,1572.2.12:45.60/1,2,12,45,12,45,60,40.41,-3.6963
76,1572,1572.4.11:45.60/0,4,11,45,11,45,60,40.41,-3.6963
77,29497,29497.1.10:35.120/0,1,10,35,10,35,120,40.41,-3.6977
77,29497,29497.3.10:35.120/0,3,10,35,10,35,120,40.41,-3.6977
78,29497,29497.0.10:05.30/0,0,10,5,10,5,30,40.41,-3.6977
78,29497,29497.1.10:05.30/0,1,10,5,10,5,30,40.41,-3.6977
78,29497,29497.2.11:05.30/0,2,11,5,11,5,30,40.41,-3.6977
78,29497,29497.3.10:05.30/0,3,10,5,10,5,30,40.41,-3.6977
78,29497,29497.4.10:05.30/0,4,10,5,10,5,30,40.41,-3.6977
79,36821,36821.3.13:50.60/0,3,13,50,13,50,60,40.416,-3.6996
79,36821,36821.4.13:00.60/0,4,13,0,13,0,60,40.416,-3.6996
80,38384,38384.0.09:00.60/0,0,9,0,9,0,60,40.411,-3.6978
80,38384,38384.1.09:00.60/0,1,9,0,9,0,60,40.411,-3.6978
80,38384,38384.2.10:05.90/0,2,10,5,10,5,90,40.411,-3.6978
80,38384,38384.3.09:00.60/0,3,9,0,9,0,60,40.411,-3.6978
80,38384,38384.4.09:00.60/0,4,9,0,9,0,60,40.411,-3.6978
81,1381,1381.1.14:15.90/0,1,14,15,14,15,90,40.412,-3.7037
81,1381,1381.2.14:15.90/0,2,14,15,14,15,90,40.412,-3.7037
81,1381,1381.3.14:15.90/0,3,14,15,14,15,90,40.412,-3.7037
81,1381,1381.4.13:45.90/0,4,13,45,13,45,90,40.412,-3.7037
82,1481,1481.1.10:40.120/0,1,10,40,10,40,120,40.413,-3.696
82,1481,1481.2.10:40.120/0,2,10,40,10,40,120,40.413,-3.696
82,1481,1481.3.10:40.120/0,3,10,40,10,40,120,40.413,-3.696
82,1481,1481.4.10:40.120/0,4,10,40,10,40,120,40.413,-3.696
83,1598,1598.1.09:00.90/0,1,9,0,9,0,90,40.416,-3.7023
83,1598,1598.3.09:00.90/0,3,9,0,9,0,90,40.416,-3.7023
84,32111,32111.1.12:40.60/0,1,12,40,12,40,60,40.41,-3.6962
84,32111,32111.2.12:40.90/0,2,12,40,12,40,90,40.41,-3.6962
84,32111,32111.3.12:40.90/0,3,12,40,12,40,90,40.41,-3.6962
84,32111,32111.4.12:40.60/0,4,12,40,12,40,60,40.41,-3.6962
85,32520,32520.2.09:00.90/0,2,9,0,9,0,90,40.415,-3.7023
86,8852,8852.4.09:00.90/0,4,9,0,9,0,90,40.411,-3.6957
87,13258,13258.0.08:00.60/0,0,8,0,8,0,60,40.423,-3.6995
87,13258,13258.1.08:00.60/0,1,8,0,8,0,60,40.423,-3.6995
87,13258,13258.2.08:00.60/0,2,8,0,8,0,60,40.423,-3.6995
87,13258,13258.3.08:00.60/0,3,8,0,8,0,60,40.423,-3.6995
87,13258,13258.4.08:00.60/0,4,8,0,8,0,60,40.423,-3.6995
87,13258,13258.5.10:10.60/0,5,10,10,10,10,60,40.423,-3.6995
88,13769,13769.0.13:30.60/0,0,13,30,13,30,60,40.436,-3.8174
88,13769,13769.1.13:30.60/0,1,13,30,13,30,60,40.436,-3.8174
88,13769,13769.2.13:30.60/0,2,13,30,13,30,60,40.436,-3.8174
88,13769,13769.3.13:30.60/0,3,13,30,13,30,60,40.436,-3.8174
88,13769,13769.4.13:30.60/0,4,13,30,13,30,60,40.436,-3.8174
89,1902,1902.5.08:30.30/0,5,8,30,8,30,30,40.424,-3.7007
90,19564,19564.1.09:10.120/0,1,9,10,9,10,120,40.417,-3.7003
90,19564,19564.4.09:10.120/0,4,9,10,9,10,120,40.417,-3.7003
91,242,242.2.09:10.120/0,2,9,10,9,10,120,40.423,-3.6981
92,268,268.5.09:05.60/0,5,9,5,9,5,60,40.423,-3.6999
93,33181,33181.2.11:20.120/0,2,11,20,11,20,120,40.423,-3.6983
94,44069,44069.1.11:20.120/0,1,11,20,11,20,120,40.427,-3.7017
95,44070,44070.0.09:10.120/0,0,9,10,9,10,120,40.424,-3.7015
95,44070,44070.3.09:10.120/0,3,9,10,9,10,120,40.424,-3.7015
96,743,743.3.11:20.120/0,3,11,20,11,20,120,40.422,-3.6985
97,7921,7921.0.11:20.120/0,0,11,20,11,20,120,40.429,-3.5265
97,7921,7921.4.11:20.120/0,4,11,20,11,20,120,40.429,-3.5265
98,1094,1094.3.10:15.120/0,3,10,15,10,15,120,40.409,-3.7072
99,1260,1260.2.10:15.120/0,2,10,15,10,15,120,40.409,-3.7077
100,1413,1413.0.08:00.60/0,0,8,0,8,0,60,40.403,-3.7013
100,1413,1413.1.08:00.60/0,1,8,0,8,0,60,40.403,-3.7013
100,1413,1413.2.08:00.60/0,2,8,0,8,0,60,40.403,-3.7013
100,1413,1413.3.08:00.60/0,3,8,0,8,0,60,40.403,-3.7013
100,1413,1413.4.08:00.60/0,4,8,0,8,0,60,40.403,-3.7013
101,194,194.1.12:15.120/0,1,12,15,12,15,120,40.404,-3.7015
102,2408,2408.0.10:20.90/0,0,10,20,10,20,90,40.425,-3.7039
102,2408,2408.1.10:20.90/0,1,10,20,10,20,90,40.425,-3.7039
102,2408,2408.2.12:30.90/0,2,12,30,12,30,90,40.425,-3.7039
102,2408,2408.3.12:30.90/0,3,12,30,12,30,90,40.425,-3.7039
102,2408,2408.4.10:20.90/0,4,10,20,10,20,90,40.425,-3.7039
103,50109,50109.4.09:10.60/0,4,9,10,9,10,60,40.408,-3.7057
104,50110,50110.0.09:10.60/0,0,9,10,9,10,60,40.408,-3.7057
104,50110,50110.1.09:10.60/0,1,9,10,9,10,60,40.408,-3.7057
104,50110,50110.2.09:10.60/0,2,9,10,9,10,60,40.408,-3.7057
104,50110,50110.3.09:10.60/0,3,9,10,9,10,60,40.408,-3.7057
105,1222,1222.0.18:00.90/0,0,18,0,18,0,90,40.412,-3.7016
105,1222,1222.1.18:00.90/0,1,18,0,18,0,90,40.412,-3.7016
105,1222,1222.2.18:00.90/0,2,18,0,18,0,90,40.412,-3.7016
105,1222,1222.3.18:30.60/0,3,18,30,18,30,60,40.412,-3.7016
105,1222,1222.4.18:00.60/0,4,18,0,18,0,60,40.412,-3.7016
106,16808,16808.0.09:20.90/0,0,9,20,9,20,90,40.415,-3.7014
106,16808,16808.3.09:20.90/0,3,9,20,9,20,90,40.415,-3.7014
107,37015,37015.0.11:15.120/0,0,11,15,11,15,120,40.408,-3.7004
107,37015,37015.2.11:15.120/0,2,11,15,11,15,120,40.408,-3.7004
107,37015,37015.3.11:15.120/0,3,11,15,11,15,120,40.408,-3.7004
107,37015,37015.4.11:15.120/0,4,11,15,11,15,120,40.408,-3.7004
108,37276,37276.0.16:35.60/0,0,16,35,16,35,60,40.413,-3.7069
108,37276,37276.1.16:30.60/0,1,16,30,16,30,60,40.413,-3.7069
108,37276,37276.2.16:30.60/0,2,16,30,16,30,60,40.413,-3.7069
108,37276,37276.3.16:30.60/0,3,16,30,16,30,60,40.413,-3.7069
108,37276,37276.4.16:30.60/0,4,16,30,16,30,60,40.413,-3.7069
109,43134,43134.0.19:30.90/0,0,19,30,19,30,90,40.412,-3.7016
109,43134,43134.1.19:30.90/0,1,19,30,19,30,90,40.412,-3.7016
109,43134,43134.2.19:30.90/0,2,19,30,19,30,90,40.412,-3.7016
109,43134,43134.3.19:30.90/0,3,19,30,19,30,90,40.412,-3.7016
109,43134,43134.4.19:00.120/0,4,19,0,19,0,120,40.412,-3.7016
110,45322,45322.0.16:00.30/0,0,16,0,16,0,30,40.412,-3.696
110,45322,45322.1.16:00.30/0,1,16,0,16,0,30,40.412,-3.696
110,45322,45322.2.16:00.30/0,2,16,0,16,0,30,40.412,-3.696
110,45322,45322.3.16:00.30/0,3,16,0,16,0,30,40.412,-3.696
110,45322,45322.4.16:00.30/0,4,16,0,16,0,30,40.412,-3.696
111,12614,12614.3.07:55.30/0,3,7,55,7,55,30,40.41,-3.7036
112,12614,12614.2.07:55.30/0,2,7,55,7,55,30,40.41,-3.7036
113,1381,1381.0.10:40.90/0,0,10,40,10,40,90,40.412,-3.7037
113,1381,1381.1.10:40.60/0,1,10,40,10,40,60,40.412,-3.7037
113,1381,1381.2.11:15.60/0,2,11,15,11,15,60,40.412,-3.7037
113,1381,1381.3.10:40.60/0,3,10,40,10,40,60,40.412,-3.7037
114,1381,1381.0.14:15.90/0,0,14,15,14,15,90,40.412,-3.7037
115,1491,1491.1.09:05.90/0,1,9,5,9,5,90,40.413,-3.696
116,1543,1543.2.13:15.120/0,2,13,15,13,15,120,40.412,-3.6952
117,23929,23929.2.09:05.120/0,2,9,5,9,5,120,40.413,-3.6959
118,25135,25135.0.09:05.90/0,0,9,5,9,5,90,40.41,-3.6933
118,25135,25135.3.09:05.90/0,3,9,5,9,5,90,40.41,-3.6933
119,34711,34711.3.08:30.30/0,3,8,30,8,30,30,40.411,-3.7037
120,34711,34711.2.08:30.30/0,2,8,30,8,30,30,40.411,-3.7037
121,47926,47926.0.11:50.120/0,0,11,50,11,50,120,40.411,-3.6978
122,48331,48331.1.08:00.60/0,1,8,0,8,0,60,40.417,-3.7003
122,48331,48331.3.13:20.30/0,3,13,20,13,20,30,40.417,-3.7003
123,50102,50102.1.10:40.120/0,1,10,40,10,40,120,40.411,-3.6948
123,50102,50102.3.10:40.120/0,3,10,40,10,40,120,40.411,-3.6948
124,1240,1240.0.11:40.60/0,0,11,40,11,40,60,40.41,-3.6994
124,1240,1240.1.11:40.60/0,1,11,40,11,40,60,40.41,-3.6994
124,1240,1240.2.11:40.60/0,2,11,40,11,40,60,40.41,-3.6994
124,1240,1240.3.11:40.60/0,3,11,40,11,40,60,40.41,-3.6994
124,1240,1240.4.11:40.60/0,4,11,40,11,40,60,40.41,-3.6994
125,13467,13467.0.13:00.90/0,0,13,0,13,0,90,40.411,-3.6997
125,13467,13467.3.13:00.90/0,3,13,0,13,0,90,40.411,-3.6997
126,15449,15449.0.10:05.120/0,0,10,5,10,5,120,40.41,-3.6992
127,18444,18444.0.07:55.60/0,0,7,55,7,55,60,40.412,-3.7
127,18444,18444.1.07:55.60/0,1,7,55,7,55,60,40.412,-3.7
127,18444,18444.2.07:55.60/0,2,7,55,7,55,60,40.412,-3.7
127,18444,18444.3.07:55.60/0,3,7,55,7,55,60,40.412,-3.7
127,18444,18444.4.07:55.60/0,4,7,55,7,55,60,40.412,-3.7
128,2369,2369.1.10:40.120/0,1,10,40,10,40,120,40.409,-3.7005
129,27571,27571.2.10:40.120/0,2,10,40,10,40,120,40.409,-3.7005
130,32745,32745.0.10:05.30/0,0,10,5,10,5,30,40.408,-3.6997
130,32745,32745.1.10:05.30/0,1,10,5,10,5,30,40.408,-3.6997
130,32745,32745.2.10:05.30/0,2,10,5,10,5,30,40.408,-3.6997
130,32745,32745.3.10:05.30/0,3,10,5,10,5,30,40.408,-3.6997
130,32745,32745.4.10:05.30/0,4,10,5,10,5,30,40.408,-3.6997
131,38817,38817.4.10:05.120/0,4,10,5,10,5,120,40.411,-3.6996
132,42933,42933.3.10:05.120/0,3,10,5,10,5,120,40.409,-3.6985
133,53292,53292.3.09:00.60/0,3,9,0,9,0,60,40.41,-3.7
133,53292,53292.4.09:00.60/0,4,9,0,9,0,60,40.41,-3.7
134,103,103.2.18:00.120/0,2,18,0,18,0,120,40.412,-3.6996
134,103,103.4.18:30.120/0,4,18,30,18,30,120,40.412,-3.6996
135,103,103.0.18:00.120/0,0,18,0,18,0,120,40.412,-3.6996
136,17442,17442.2.12:40.90/0,2,12,40,12,40,90,40.402,-3.6985
136,17442,17442.4.12:40.90/0,4,12,40,12,40,90,40.402,-3.6985
137,18469,18469.2.17:30.30/0,2,17,30,17,30,30,40.41,-3.6989
137,18469,18469.4.17:30.30/0,4,17,30,17,30,30,40.41,-3.6989
138,18469,18469.0.17:30.30/0,0,17,30,17,30,30,40.41,-3.6989
139,1998,1998.1.09:30.90/0,1,9,30,9,30,90,40.41,-3.701
139,1998,1998.2.09:30.90/0,2,9,30,9,30,90,40.41,-3.701
